ID czaswypelnienia czasnauka procentzajec czasaktywnosci srednia motywacja zaangazowanie FTP IQ ekstrawersja ugodowosc sumiennosc neurotyzm otwartoscnadoswiadczenia plec0 plec studia wiek edukacjarodzicow0 edukacjarodzicow wsparciefinansowe0 wsparciefinansowe dochodrozporzadzalny0 dochodrozporzadzalny trybstudiaw0 trybstudiaw kierunek humanistyczne inzynieryjnotechniczne medyczneinaukiozdrowiu unknown scisleiprzyrodnicze miejscowosc zamieszkanie0 zamieszkanie czasnauka0 czasaktywnosci0 biblio0 biblio l_zaangazowanie sq_zaangazowanie sq_FTP sq_IQ sq_sumiennosc l_neurotyzm l_zaangazowanie_boxcox l_l_zaangazowanie_boxcox FTP_trybstudiaw IQ_trybstudiaw ekstrawersja_trybstudiaw sumiennosc_trybstudiaw edukacjarodzicow_trybstudiaw wsparciefinansowe_trybstudiaw FTP_edukacjarodzicow IQ_edukacjarodzicow ekstrawersja_edukacjarodzicow sumiennosc_edukacjarodzicow wsparcie_edukacjarodzicow trybstudiaw_edukacjarodzicow mask sq_sq_sumiennosc sq_wsparciefinansowe czydochod czydochod2 uhat1
194 944.000006304123 1 40 3 4 14 28.3333333333333 6 1 4 5 7 7 5 "Kobieta" 0 "2 lata" 21 "Wykształcenie podstawowe" 0 "W połowie utrzymuję się sam, a w połowie wspierają mnie rodzice (lub dalsza rodzina)" 3 "3000-4999" 4000 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;" 0 0 1 0 0 "Miasto do 50 tys." "Mieszkam na stancji (wynajmuję pokój w mieszkaniu / domu prywatnym);" 0 "4-7 godzin tygodniowo" "2-3 godziny dziennie" "Rzadziej lub wcale" 0 3.34403896782221 802.777777777778 36 1 49 1.94591014905531 8.64581294844754 2.1570751515501 6 1 4 7 0 3 0 0 0 0 0 0 1 2401 9 0 4000 -3.16322397505681
195 746.000004024245 3 95 0 4.05 31 72.5 17 3 6 5 7 7 4 "Kobieta" 0 "3 lata" 22 "Jeden z rodziców/opiekunów prawnych ma wykształcenie wyższe a drugi średnie lub podstawowe" 0 "Moi rodzice (lub dalsza rodzina, np. dziadkowie, wujostwo) utrzymują mnie w 100%" 5 "<1000" 500 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;" 0 0 1 0 0 "Miasto do 50 tys." "Mieszkam wspólnie z rodzicami;" 1 "2-3 godziny dziennie" "mniej niż 1 godzinę tygodniowo" "Rzadziej lub wcale" 0 4.28358656186063 5256.25 289 9 49 1.94591014905531 15.0293863659264 2.71000737564775 17 3 6 7 0 5 0 0 0 0 0 0 1 2401 25 500 0 0.0552995099785552
196 1000.99999574013 1 90 6 4 29 53.3333333333333 19 4 8 6 9 5 6 "Mężczyzna" 1 "3 lata" 22 "Jeden z rodziców/opiekunów prawnych ma wykształcenie wyższe a drugi średnie lub podstawowe" 0 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "<1000" 500 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;" 0 0 1 0 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;Mieszkam z Rodzicami i dwiema Siostrami;" 1 "4-7 godzin tygodniowo" "4 godziny dziennie lub więcej" "Rzadziej lub wcale" 0 3.97656152656572 2844.44444444444 361 16 81 1.6094379124341 12.6059348668044 2.53416772423673 19 4 8 9 0 4 0 0 0 0 0 0 1 6561 16 500 0 -2.45013807268137
197 849.00000107009 0 60 0 4 30 30 12 4 4 5 5 8 7 "Kobieta" 0 "2 lata" 21 "Wykształcenie wyższe" 1 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "1000-1999" 1500 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;" 0 0 1 0 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "w ogóle nie przygotowuję się do zajęć" "mniej niż 1 godzinę tygodniowo" "Rzadziej lub wcale" 0 3.40119738166216 900 144 16 25 2.07944154167984 8.95445115010332 2.19215074386367 12 4 4 5 1 4 12 4 4 5 4 1 1 625 16 1500 0 -4.29659502689017
198 924.999998090789 6 100 1 4.13 32 100 17 3 6 6 5 8 7 "Kobieta" 0 "2 lata" 21 "Jeden z rodziców/opiekunów prawnych ma wykształcenie średnie a drugi podstawowe" 0 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "<1000" 500 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;" 0 0 1 0 0 "Miasto od 50 tys. do 150 tys." "Mieszkam wspólnie z rodzicami;" 1 "4 godziny dziennie lub więcej" "4-7 godzin tygodniowo" "Tylko podczas sesji" 1 4.60517018598809 10000 289 9 25 2.07944154167984 18 2.89037175789616 17 3 6 5 0 4 0 0 0 0 0 0 1 625 16 500 0 3.73321540015417
199 1097.99999704119 1 80 6 4.2 17 48.3333333333333 5 3 6 7 5 3 6 "Mężczyzna" 1 "4 lata" 23 "Jeden z rodziców/opiekunów prawnych ma wykształcenie wyższe a drugi średnie lub podstawowe" 0 "W połowie utrzymuję się sam, a w połowie wspierają mnie rodzice (lub dalsza rodzina)" 3 "2000-2999" 2500 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;" 0 0 1 0 0 "Wieś" "Mieszkam wspólnie z rodzicami;" 1 "4-7 godzin tygodniowo" "4 godziny dziennie lub więcej" "Kilka razy w tygodniu" 4 3.87812145375246 2336.11111111111 25 9 25 1.09861228866811 11.9044357430761 2.4769110821819 5 3 6 5 0 3 0 0 0 0 0 0 1 625 9 2500 0 1.81506610631097
200 750.000003702007 1 90 1 4.5 27 53.3333333333333 16 2 3 5 6 3 7 "Nie chcę podawać" NA "3 lata" 22 "Wykształcenie wyższe" 1 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "3000-4999" 4000 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;" 0 0 1 0 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "4-7 godzin tygodniowo" "4-7 godzin tygodniowo" "Rzadziej lub wcale" 0 3.97656152656572 2844.44444444444 256 4 36 1.09861228866811 12.6059348668044 2.53416772423673 16 2 3 6 1 4 16 2 3 6 4 1 1 1296 16 4000 0 NA
201 706.000000331551 0.5 60 6 4.6 29 34.1666666666667 13 1 8 6 7 3 7 "Kobieta" 0 "2 lata" 21 "Jeden z rodziców/opiekunów prawnych ma wykształcenie wyższe a drugi średnie lub podstawowe" 0 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "2000-2999" 2500 "Studia stacjonarne;" 1 "Humanistyczne;" 1 0 0 0 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "1-3 godziny tygodniowo" "4 godziny dziennie lub więcej" "Kilka razy w miesiącu" 3 3.53125050991035 1167.36111111111 169 1 49 1.09861228866811 9.69045194450012 2.27114106511434 13 1 8 7 0 4 0 0 0 0 0 0 1 2401 16 2500 0 -2.18575835514347
202 577.999998698943 0 85 1 4.44 23 42.5 10 3 5 7 2 5 5 "Mężczyzna" 1 "2 lata" 21 "Wykształcenie wyższe" 1 "Moi rodzice (lub dalsza rodzina, np. dziadkowie, wujostwo) utrzymują mnie w 100%" 5 "2000-2999" 2500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;Ścisłe i przyrodnicze;" 0 1 0 0 1 "Miasto od 50 tys. do 150 tys." "Mieszkam w akademiku;" 0 "mniej niż 1 godzinę tygodniowo" "4-7 godzin tygodniowo" "Rzadziej lub wcale" 0 3.74950407593037 1806.25 100 9 4 1.6094379124341 11.0384048104053 2.40138053859789 10 3 5 2 1 5 10 3 5 2 5 1 1 16 25 0 2500 -0.661896712440091
203 128.999995579943 1 67 6 4.05 27 41.8333333333333 15 1 5 4 7 5 6 "Kobieta" 0 "3 lata" 22 "Jeden z rodziców/opiekunów prawnych ma wykształcenie wyższe a drugi średnie lub podstawowe" 0 "W połowie utrzymuję się sam, a w połowie wspierają mnie rodzice (lub dalsza rodzina)" 3 "1000-1999" 1500 "Studia stacjonarne;" 1 "Społeczne i ekonomiczne;" 0 0 0 1 0 "Miasto do 50 tys." "Mieszkam wspólnie z rodzicami;" 1 "4-7 godzin tygodniowo" "4 godziny dziennie lub więcej" "Raz w miesiącu" 2 3.73369346990373 1750.02777777778 225 1 49 1.6094379124341 10.9357386079548 2.39203619715673 15 1 5 7 0 3 0 0 0 0 0 0 1 2401 9 1500 0 -0.671868047264311
